surrgain,ev_tdlam_before,meankl,entropy,optimgain,EpLenMean,TimeElapsed,EpisodesSoFar,entloss,TimestepsSoFar,EpRewMean,EpThisIter
0.028481623,0.6189345121383667,0.0069130473,39.688797,0.028481623,17.6,14.874381065368652,1191,0.0,20527,13.743454124134232,1191
0.03256659,0.922084130346775,0.0067187413,39.673065,0.03256659,16.825,28.72451400756836,2366,0.0,40978,12.921481663122805,1175
0.037083484,0.9550710991024971,0.0070061833,39.55056,0.037083484,17.025,42.631601333618164,3496,0.0,61457,13.400066271493495,1130
0.038804516,0.9659801535308361,0.0068139685,39.480934,0.038804516,19.425,56.48061227798462,4601,0.0,81933,12.632555928104475,1105
0.042980086,0.9758076686412096,0.0073330263,39.397095,0.042980086,18.975,70.37127137184143,5705,0.0,102409,14.004244392641311,1104
0.04067836,0.9763649925589561,0.0073410966,39.229507,0.04067836,19.55,85.13937091827393,6798,0.0,122926,13.73003802091236,1093
0.040844716,0.9789673760533333,0.007480661,39.072002,0.040844716,19.8,99.11745762825012,7881,0.0,143397,14.803591758488613,1083
0.041311037,0.9826243966817856,0.007685867,38.863884,0.041311037,19.3,113.03388977050781,8940,0.0,163863,16.164385768836944,1059
0.04294764,0.9837587680667639,0.007956058,38.67758,0.04294764,20.175,126.99727725982666,9993,0.0,184353,15.884677957936182,1053
0.043338086,0.9835316892713308,0.008193903,38.51988,0.043338086,19.425,140.92919969558716,11049,0.0,204827,16.105297147539215,1056
0.042162903,0.9844532813876867,0.008089988,38.351112,0.042162903,21.225,154.86916375160217,12090,0.0,225367,15.761056111279668,1041
0.039850738,0.9822066929191351,0.008134864,38.17842,0.039850738,19.6,168.8530445098877,13115,0.0,245788,16.789449934130737,1025
0.042282768,0.9882350992411375,0.008407782,37.982613,0.042282768,19.375,183.03554844856262,14123,0.0,266226,17.196827172128245,1008
0.04232315,0.9853016687557101,0.0084681865,37.775917,0.04232315,19.375,197.49198985099792,15149,0.0,286680,17.575090540691058,1026
0.040670775,0.987819922156632,0.008628435,37.549316,0.040670775,21.575,211.51001739501953,16142,0.0,307205,18.183475821741677,993
0.04205975,0.9863935699686408,0.008737293,37.34469,0.04205975,20.725,225.68941068649292,17128,0.0,327682,20.471818180616307,986
0.042820998,0.9866330046206713,0.008778962,37.061882,0.042820998,22.125,241.17656993865967,18094,0.0,348147,19.57614613619975,966
0.042268824,0.9894144665449858,0.008885099,36.75078,0.042268824,21.275,255.0474898815155,19064,0.0,368657,19.718230148482302,970
0.04206865,0.9849397949874401,0.008926942,36.42292,0.04206865,20.625,268.9842209815979,20028,0.0,389119,18.33103145056803,964
0.043077223,0.9876012317836285,0.00900075,36.111427,0.043077223,23.35,282.88669180870056,20965,0.0,409592,18.46141702559419,937
0.042393014,0.9853421524167061,0.009068935,35.71765,0.042393014,21.325,296.8126378059387,21900,0.0,430115,20.715572809639884,935
0.042030204,0.9868210526183248,0.009028961,35.366608,0.042030204,22.5,310.6922309398651,22815,0.0,450647,21.159988823627703,915
0.043399405,0.9868990145623684,0.009216448,34.9659,0.043399405,22.75,324.5533368587494,23702,0.0,471143,21.059940707276418,887
0.04385683,0.9848742568865418,0.009198418,34.560474,0.04385683,23.25,338.47479486465454,24574,0.0,491566,23.413119383686016,872
0.042239744,0.9882258493453264,0.009038399,34.189873,0.042239744,23.575,352.37119007110596,25425,0.0,512083,22.01778830456422,851
0.043117046,0.9891027417033911,0.009085235,33.83622,0.043117046,24.65,366.2547585964203,26257,0.0,532592,20.659766844826,832
0.04378862,0.9855667231604457,0.009343537,33.49492,0.04378862,23.7,380.4935290813446,27093,0.0,552995,24.301548422993594,836
0.043337874,0.9844581382349133,0.009398891,33.155098,0.043337874,24.825,394.4358320236206,27901,0.0,573493,23.562701074220207,808
0.04272806,0.9891077084466815,0.009350757,32.747047,0.04272806,25.575,408.41456937789917,28696,0.0,594011,24.144776076073338,795
0.044905085,0.9877746915444732,0.009352858,32.346935,0.044905085,27.625,422.3583343029022,29468,0.0,614482,23.414868544846094,772
0.04508075,0.9883238468319178,0.009423952,31.969181,0.04508075,24.95,436.23686957359314,30217,0.0,634998,24.17378931684157,749
0.04447225,0.9857550654560328,0.009460663,31.612537,0.04447225,27.65,450.078537940979,30968,0.0,655443,25.287643955270877,751
0.044758126,0.9839646797627211,0.009469038,31.315983,0.044758126,26.925,463.93079137802124,31701,0.0,675930,25.180927766202217,733
0.044162557,0.9860051358118653,0.009436602,31.041687,0.044162557,25.675,477.8129312992096,32423,0.0,696426,25.203912600960198,722
0.045442484,0.9860835168510675,0.009439526,30.73013,0.045442484,29.05,491.69757437705994,33133,0.0,716856,26.031523114954336,710
0.04502747,0.9870014023035765,0.009571613,30.414417,0.04502747,29.3,505.59731125831604,33846,0.0,737355,25.840460777238718,713
0.043587387,0.9854462398216128,0.00945854,30.129147,0.043587387,31.75,519.4304571151733,34528,0.0,757761,27.05009783461407,682
0.043675043,0.9797205254435539,0.00947122,29.899006,0.043675043,28.6,533.2689044475555,35209,0.0,778211,27.87055183814911,681
0.046211235,0.9807515908032656,0.009533453,29.606533,0.046211235,30.35,547.13813996315,35881,0.0,798709,27.30331200918393,672
0.04590626,0.9843124076724052,0.009600495,29.329899,0.04590626,30.0,560.9827935695648,36540,0.0,819164,26.02363687277088,659
0.045394853,0.9752653539180756,0.009584285,29.070827,0.045394853,31.8,574.8379831314087,37198,0.0,839686,27.94081124498423,658
0.044062413,0.9783639814704657,0.009520264,28.806885,0.044062413,31.15,588.6683197021484,37852,0.0,860153,28.392138548920165,654
0.04421884,0.9866858273744583,0.00963242,28.546673,0.04421884,33.775,602.4853394031525,38493,0.0,880591,29.984791888871463,641
0.04350199,0.98142552934587,0.00965629,28.280537,0.04350199,31.6,616.3209595680237,39137,0.0,900980,28.972149133885942,644
0.04440568,0.9788484163582325,0.009629825,28.079258,0.04440568,33.5,630.1711518764496,39772,0.0,921414,30.57498036921545,635
0.04438951,0.9827365204691887,0.009633669,27.84888,0.04438951,34.025,643.9877707958221,40399,0.0,941882,33.45519122151158,627
0.04639689,0.9745435547083616,0.009727282,27.664188,0.04639689,31.15,657.792222738266,41032,0.0,962328,28.898381834693602,633
0.043404967,0.9836797043681145,0.009698642,27.431717,0.043404967,31.05,671.5947694778442,41668,0.0,982894,30.617897347611404,636
0.044924233,0.9852321334183216,0.00965969,27.230778,0.044924233,34.4,686.0891418457031,42287,0.0,1003379,32.05868629450352,619
0.04414112,0.9798287488520145,0.0096883355,26.990143,0.04414112,31.925,700.2925703525543,42903,0.0,1023835,30.717575420689002,616
0.04257009,0.9809603150933981,0.009643224,26.76318,0.04257009,32.225,714.0354499816895,43526,0.0,1044377,31.47790630739662,623
0.044232767,0.9755725655704737,0.009805274,26.576584,0.044232767,33.225,727.769905090332,44141,0.0,1064813,34.5746076446889,615
0.043840066,0.9755718726664782,0.009658596,26.37032,0.043840066,32.625,741.5437703132629,44769,0.0,1085332,37.827028776115604,628
0.043412,0.9777623750269413,0.009667316,26.197556,0.043412,34.925,755.2750585079193,45384,0.0,1105820,35.95031266441102,615
0.044072084,0.9761370569467545,0.009763503,26.009647,0.044072084,32.425,769.0110363960266,45997,0.0,1126316,33.41388112320631,613
0.044228237,0.9789125584065914,0.009778398,25.80167,0.044228237,32.175,782.7302861213684,46603,0.0,1146779,34.248918604012346,606
0.04172414,0.9809693600982428,0.009821656,25.59576,0.04172414,36.6,796.4663095474243,47201,0.0,1167212,38.46316554860165,598
0.04172834,0.9762837644666433,0.009801795,25.402096,0.04172834,32.8,810.2165727615356,47806,0.0,1187658,37.65019136969,605
0.04561595,0.9778832346200943,0.009813349,25.229717,0.04561595,33.975,824.0009429454803,48410,0.0,1208198,36.26176067786319,604
0.043334626,0.9749536737799644,0.00971483,25.065144,0.043334626,34.1,837.7410604953766,49012,0.0,1228681,39.63239637681377,602
0.043326866,0.9780023526400328,0.009810438,24.914005,0.043326866,34.325,851.4877564907074,49609,0.0,1249128,40.014113350852696,597
0.041430958,0.9632393829524517,0.009908554,24.739548,0.041430958,35.425,865.2134907245636,50202,0.0,1269579,39.295268409288234,593
0.04372265,0.9563465751707554,0.009801978,24.580746,0.04372265,34.825,878.9065022468567,50791,0.0,1290090,40.80307321904432,589
0.042920373,0.969202196225524,0.0097838845,24.427612,0.042920373,36.375,892.6451065540314,51378,0.0,1310568,43.135262295388785,587
0.043824784,0.9707694966346025,0.009741736,24.299034,0.043824784,35.125,906.3519616127014,51965,0.0,1330999,42.478702211074015,587
0.04330606,0.9678272567689419,0.009818716,24.14299,0.04330606,35.625,920.0721952915192,52547,0.0,1351427,42.58611736199013,582
0.04324088,0.9640286900103092,0.009891542,23.999554,0.04324088,35.25,933.752524137497,53133,0.0,1371942,41.39475719806992,586
0.043389525,0.9636540040373802,0.009840759,23.833698,0.043389525,35.85,947.4745178222656,53707,0.0,1392438,41.28871245430513,574
0.04302033,0.9693972859531641,0.009761712,23.689053,0.04302033,34.375,961.2167718410492,54279,0.0,1412920,43.87433833126683,572
0.04292702,0.936640590429306,0.009817528,23.556683,0.04292702,36.375,974.952437877655,54843,0.0,1433320,45.798385917562584,564
0.04223579,0.9620979651808739,0.009835849,23.39898,0.04223579,38.525,988.6669940948486,55405,0.0,1453829,47.46399364962166,562
0.042627268,0.9500315338373184,0.009832469,23.262901,0.042627268,35.875,1002.426789522171,55958,0.0,1474307,48.40655959077643,553
0.041894972,0.9580470807850361,0.009904461,23.11282,0.041894972,37.775,1016.1250731945038,56503,0.0,1494798,46.31369086468483,545
0.042301122,0.9464257322251797,0.009794391,22.97268,0.042301122,35.225,1029.8520891666412,57047,0.0,1515202,47.480472113610766,544
0.041471083,0.94998774304986,0.009884274,22.837254,0.041471083,38.4,1043.578945159912,57579,0.0,1535676,50.086442496687276,532
0.04227195,0.9372626692056656,0.009840252,22.7299,0.04227195,37.925,1057.2987706661224,58112,0.0,1556172,50.10498562283881,533
0.04142738,0.9355582147836685,0.009840228,22.612705,0.04142738,39.0,1071.0173740386963,58634,0.0,1576602,53.917768240491135,522
0.041918408,0.9400593116879463,0.009842413,22.522572,0.041918408,41.15,1084.6935620307922,59155,0.0,1597146,55.79503704394931,521
0.04232456,0.9380767494440079,0.009858206,22.415787,0.04232456,39.6,1098.3798508644104,59679,0.0,1617548,51.40312293540224,524
0.042736705,0.9275172501802444,0.009878704,22.31577,0.042736705,40.025,1112.0714864730835,60192,0.0,1638087,57.73818322456589,513
0.041967034,0.9449239075183868,0.009811111,22.22501,0.041967034,39.3,1125.787509918213,60713,0.0,1658558,54.31140860657881,521
0.04084884,0.9397373199462891,0.009870968,22.128475,0.04084884,41.8,1139.4543852806091,61223,0.0,1678982,55.58040140787838,510
0.042473964,0.934775322675705,0.009839152,22.019924,0.042473964,39.4,1153.1334948539734,61730,0.0,1699411,55.21125962418205,507
0.04243982,0.949564453214407,0.009793388,21.917625,0.04243982,39.4,1166.8449869155884,62228,0.0,1719983,54.80589140053037,498
0.040662684,0.8983901515603065,0.00985456,21.811424,0.040662684,42.675,1180.498336315155,62708,0.0,1740382,58.84692803948686,480
0.040516853,0.918704204261303,0.009814069,21.7403,0.040516853,42.775,1194.2853043079376,63193,0.0,1760901,59.3728536682083,485
0.04124153,0.8898581713438034,0.009811169,21.682064,0.04124153,46.2,1208.00834774971,63667,0.0,1781330,64.3786349042906,474
0.04260877,0.9208832606673241,0.009846109,21.609325,0.04260877,41.375,1221.7288990020752,64148,0.0,1801848,61.710915325567,481
0.04130519,0.8982629179954529,0.009842733,21.535961,0.04130519,46.7,1235.445214509964,64623,0.0,1822337,68.13890942771624,475
0.0418139,0.868183970451355,0.009801414,21.446423,0.0418139,49.175,1249.1810457706451,65081,0.0,1842839,69.23508693580115,458
0.040124048,0.912669412791729,0.009871843,21.378536,0.040124048,42.175,1263.2958934307098,65546,0.0,1863168,65.25867537048286,465
0.042464435,0.9055368825793266,0.009820292,21.299294,0.042464435,43.775,1277.0722510814667,66008,0.0,1883561,63.907181609541134,462
0.040168326,0.8793448060750961,0.009856103,21.20959,0.040168326,42.525,1290.8467545509338,66456,0.0,1904000,63.64567573409821,448
0.041709773,0.8771441653370857,0.009844156,21.154446,0.041709773,41.65,1304.6491446495056,66906,0.0,1924554,64.62650621891164,450
0.041161556,0.8948773816227913,0.00986086,21.07957,0.041161556,47.25,1318.3928580284119,67337,0.0,1944950,71.40702022932946,431
0.04123339,0.9113552570343018,0.009946902,21.010117,0.04123339,43.4,1332.0861458778381,67776,0.0,1965453,66.75555590130202,439
0.040150225,0.8893372640013695,0.009864995,20.935299,0.040150225,50.05,1346.0843081474304,68218,0.0,1985951,79.38275723169046,442
0.040904894,0.8889606222510338,0.009974308,20.870232,0.040904894,46.3,1360.1736176013947,68644,0.0,2006358,75.32787383862069,426
0.04154756,0.901304341852665,0.009822981,20.792805,0.04154756,45.9,1374.4458210468292,69077,0.0,2026799,72.13445765818878,433
0.04031628,0.8695921897888184,0.009919541,20.72602,0.04031628,47.325,1389.2677209377289,69510,0.0,2047151,71.83242362781154,433
0.041512795,0.8770659789443016,0.009867844,20.641834,0.041512795,51.9,1403.7010719776154,69933,0.0,2067699,81.01350975680216,423
0.041080613,0.8554515838623047,0.009907675,20.59457,0.041080613,45.7,1417.7576637268066,70358,0.0,2088144,72.75324077535697,425
0.04095391,0.8847781345248222,0.009836478,20.500664,0.04095391,51.95,1431.7820284366608,70761,0.0,2108651,80.66064159198638,403
0.04029095,0.8049637228250504,0.0098967645,20.45837,0.04029095,47.95,1445.6356391906738,71180,0.0,2129168,74.48479420507384,419
0.04114775,0.905941054224968,0.009814911,20.403782,0.04114775,49.025,1460.3123455047607,71598,0.0,2149588,72.47834470042558,418
0.039957482,0.8342797756195068,0.00994872,20.334518,0.039957482,52.525,1474.1606187820435,71998,0.0,2169956,84.36976272735603,400
0.041725125,0.8767491206526756,0.009912093,20.30809,0.041725125,47.675,1488.0352799892426,72410,0.0,2190328,78.36708026307426,412
0.04032911,0.8788148835301399,0.009880265,20.245602,0.04032911,47.325,1502.8765354156494,72813,0.0,2210974,76.13009567826842,403
0.040874958,0.8322890102863312,0.009895548,20.173843,0.040874958,49.425,1516.9227001667023,73218,0.0,2231399,81.35277745146463,405
0.040820904,0.8088535964488983,0.009880963,20.11301,0.040820904,50.475,1530.7671172618866,73618,0.0,2251933,80.98917545537934,400
0.039899003,0.8431723415851593,0.009902731,20.035076,0.039899003,52.6,1547.6389882564545,74021,0.0,2272422,89.51967126787429,403
0.04109806,0.8202171623706818,0.00988315,19.984222,0.04109806,50.075,1565.583716392517,74422,0.0,2293014,83.40527431767076,401
0.0390131,0.829253613948822,0.009909994,19.923664,0.0390131,49.925,1583.4247641563416,74811,0.0,2313440,85.6134056895144,389
0.040431395,0.8299145400524139,0.009924455,19.86904,0.040431395,50.8,1601.5219359397888,75195,0.0,2334126,84.0639802012192,384
0.04058798,0.7989760190248489,0.009919996,19.815239,0.04058798,49.45,1619.7481956481934,75576,0.0,2354470,85.66998292202959,381
0.041650124,0.7955473065376282,0.00988699,19.767536,0.041650124,50.5,1637.7293055057526,75960,0.0,2374911,87.22132455335677,384
0.040774208,0.8488574773073196,0.009940563,19.743793,0.040774208,56.8,1655.692654132843,76335,0.0,2395316,92.04873119398631,375
0.041526776,0.8115112036466599,0.009892955,19.693405,0.041526776,58.975,1673.7806968688965,76708,0.0,2415668,100.35705591606862,373
0.040837627,0.8785286918282509,0.009908564,19.61333,0.040837627,52.65,1691.795688867569,77085,0.0,2436153,90.09036564041632,377
0.03981068,0.7665914446115494,0.009933996,19.555355,0.03981068,57.8,1709.7405104637146,77453,0.0,2456648,94.56828953260495,368
0.04015017,0.8049025684595108,0.009889942,19.521893,0.04015017,60.05,1727.4831285476685,77810,0.0,2477297,99.91671034611724,357
0.039952,0.7991594672203064,0.009909851,19.447983,0.039952,49.8,1745.249968290329,78187,0.0,2497795,87.76987021101793,377
0.03945275,0.849902555346489,0.009938739,19.394356,0.03945275,55.25,1763.2104058265686,78550,0.0,2518226,95.2242714805589,363
0.03954989,0.8524342328310013,0.009912422,19.33886,0.03954989,59.5,1781.1017303466797,78916,0.0,2538507,101.77658898765173,366
0.03876635,0.7883126884698868,0.009928473,19.302105,0.03876635,60.525,1799.0319821834564,79269,0.0,2559012,107.0836957028404,353
0.03994351,0.8219017833471298,0.009870813,19.24758,0.03994351,62.875,1816.8882257938385,79625,0.0,2579573,107.20068908156573,356
0.039368637,0.7994662523269653,0.00995136,19.21235,0.039368637,52.425,1834.730223417282,79975,0.0,2599965,93.8625067782561,350
0.04020974,0.7778085321187973,0.009930854,19.180014,0.04020974,58.15,1852.5885894298553,80325,0.0,2620451,100.90699022256766,350
0.03990566,0.8309034705162048,0.009963354,19.120766,0.03990566,57.1,1870.4352231025696,80675,0.0,2640910,100.73616113836803,350
0.04035754,0.8318579792976379,0.009874749,19.102581,0.04035754,65.85,1888.2348535060883,81018,0.0,2661552,117.83105909090769,343
0.039722253,0.813974916934967,0.009870181,19.05952,0.039722253,61.375,1906.1185641288757,81363,0.0,2681987,106.3376240497173,345
0.04054653,0.7894438803195953,0.009948863,19.00895,0.04054653,58.25,1923.900547027588,81710,0.0,2702356,100.4522815791216,347
0.04075674,0.8250595480203629,0.00990461,18.96904,0.04075674,65.975,1941.7905972003937,82053,0.0,2722718,117.93746948831135,343
0.039512247,0.7481206357479095,0.009872833,18.947758,0.039512247,64.35,1959.5976402759552,82394,0.0,2743157,115.64440929005437,341
0.039544262,0.8387870341539383,0.009967071,18.933212,0.039544262,60.75,1977.4749948978424,82729,0.0,2763672,107.48154655014764,335
0.039462775,0.8445046693086624,0.009970945,18.925419,0.039462775,61.325,1995.442678451538,83069,0.0,2784126,109.62444279725253,340
0.039524876,0.7921821922063828,0.009894693,18.90427,0.039524876,59.8,2013.2173781394958,83405,0.0,2804490,107.31057312274409,336
0.040192693,0.8351365178823471,0.009855595,18.877495,0.040192693,60.3,2031.1935312747955,83742,0.0,2824950,107.70844896956154,337
0.04096511,0.7768038660287857,0.0100048985,18.848507,0.04096511,60.3,2049.0564136505127,84074,0.0,2845207,110.0272136374092,332
0.03959601,0.7639931887388229,0.009912752,18.81904,0.03959601,61.375,2066.976508140564,84408,0.0,2865780,110.62040942318477,334
0.039706074,0.8165011256933212,0.009871924,18.799011,0.039706074,62.8,2084.8018777370453,84722,0.0,2886230,113.85976652687148,314
0.0398492,0.7858876585960388,0.009921964,18.756283,0.0398492,63.5,2102.8468158245087,85044,0.0,2906806,115.71929847571587,322
0.03956551,0.8417799770832062,0.009799719,18.708355,0.03956551,66.35,2120.845622777939,85372,0.0,2927275,119.88324932839501,328
0.040525503,0.8352998495101929,0.009884737,18.670605,0.040525503,64.525,2138.8471693992615,85688,0.0,2947648,115.24100861211718,316
0.039480012,0.8123320490121841,0.009969803,18.652554,0.039480012,67.825,2157.072559595108,86008,0.0,2968302,124.78062125437741,320
0.038764846,0.7473779022693634,0.00991503,18.610287,0.038764846,58.45,2176.314820289612,86320,0.0,2988582,106.21225932099978,312
0.038628973,0.7828769981861115,0.009896492,18.56847,0.038628973,65.45,2194.152042388916,86630,0.0,3009226,122.74040278421653,310
0.03867024,0.7725250869989395,0.009899947,18.532658,0.03867024,66.325,2212.1907074451447,86937,0.0,3029618,118.33050533552857,307
0.039191872,0.8086839765310287,0.009887436,18.50961,0.039191872,67.25,2230.0781865119934,87251,0.0,3050178,124.57534950936433,314
0.037920076,0.8212495744228363,0.009923926,18.493694,0.037920076,61.275,2247.8632938861847,87567,0.0,3070538,110.88923772529469,316
0.039662592,0.8191169500350952,0.009934321,18.462864,0.039662592,65.8,2265.745349884033,87877,0.0,3090840,128.63034289355514,310
0.038473293,0.7877926081418991,0.0098568555,18.428473,0.038473293,73.625,2283.748740196228,88189,0.0,3111385,138.62943864946322,312
0.03979294,0.7657906860113144,0.010018386,18.41238,0.03979294,67.275,2301.736462831497,88507,0.0,3131928,127.91026082299035,318
0.040018156,0.8312753140926361,0.009974876,18.391735,0.040018156,59.475,2319.7032725811005,88801,0.0,3152198,106.98590716799723,294
0.039525293,0.7799471020698547,0.009858937,18.367596,0.039525293,70.5,2337.5535633563995,89099,0.0,3172591,134.3173198982318,298
0.03758898,0.7478102147579193,0.009929502,18.335644,0.03758898,67.725,2356.812386035919,89400,0.0,3193286,124.00797538445234,301
0.038506027,0.7627589553594589,0.009871809,18.311481,0.038506027,67.825,2375.303487062454,89689,0.0,3213665,124.4902641103007,289
0.038345642,0.685379296541214,0.009888715,18.27636,0.038345642,73.475,2393.1988434791565,89989,0.0,3234054,136.3561031452495,300
0.03888937,0.8301634043455124,0.009920688,18.271584,0.03888937,63.525,2411.1401648521423,90284,0.0,3254771,120.524047948998,295
0.039097976,0.7785383611917496,0.009916356,18.21903,0.039097976,76.8,2429.1232645511627,90563,0.0,3275302,144.8071608768759,279
0.03913207,0.8006066530942917,0.009917604,18.201134,0.03913207,72.575,2447.0070123672485,90853,0.0,3295895,140.01518630634163,290
0.03999099,0.7408015727996826,0.009854659,18.170204,0.03999099,73.25,2465.4974484443665,91134,0.0,3316217,138.4736213037679,281
0.03947742,0.7962521016597748,0.0099311825,18.149242,0.03947742,68.775,2483.2686648368835,91419,0.0,3336851,128.1676609691304,285
0.03882155,0.7628688365221024,0.009886001,18.129128,0.03882155,73.475,2501.1643114089966,91709,0.0,3357315,136.96803821556279,290
